system;group;name;name;type;description;nullable;precision
system752;group752;name752;name47;type47;description47;1;precision47
system752;group752;name752;name48;type48;description48;0;precision48
system752;group752;name752;name49;type49;description49;1;precision49
system753;group753;name753;name0;type0;description0;0;precision0
system753;group753;name753;name1;type1;description1;1;precision1
system753;group753;name753;name2;type2;description2;0;precision2
system753;group753;name753;name3;type3;description3;1;precision3
system753;group753;name753;name4;type4;description4;0;precision4
system753;group753;name753;name5;type5;description5;1;precision5
system753;group753;name753;name6;type6;description6;0;precision6
system753;group753;name753;name7;type7;description7;1;precision7
system753;group753;name753;name8;type8;description8;0;precision8
system753;group753;name753;name9;type9;description9;1;precision9
system753;group753;name753;name10;type10;description10;0;precision10
system753;group753;name753;name11;type11;description11;1;precision11
system753;group753;name753;name12;type12;description12;0;precision12
system753;group753;name753;name13;type13;description13;1;precision13
system753;group753;name753;name14;type14;description14;0;precision14
system753;group753;name753;name15;type15;description15;1;precision15
system753;group753;name753;name16;type16;description16;0;precision16
system753;group753;name753;name17;type17;description17;1;precision17
system753;group753;name753;name18;type18;description18;0;precision18
system753;group753;name753;name19;type19;description19;1;precision19
system753;group753;name753;name20;type20;description20;0;precision20
system753;group753;name753;name21;type21;description21;1;precision21
system753;group753;name753;name22;type22;description22;0;precision22
system753;group753;name753;name23;type23;description23;1;precision23
system753;group753;name753;name24;type24;description24;0;precision24
system753;group753;name753;name25;type25;description25;1;precision25
system753;group753;name753;name26;type26;description26;0;precision26
system753;group753;name753;name27;type27;description27;1;precision27
system753;group753;name753;name28;type28;description28;0;precision28
system753;group753;name753;name29;type29;description29;1;precision29
system753;group753;name753;name30;type30;description30;0;precision30
system753;group753;name753;name31;type31;description31;1;precision31
system753;group753;name753;name32;type32;description32;0;precision32
system753;group753;name753;name33;type33;description33;1;precision33
system753;group753;name753;name34;type34;description34;0;precision34
system753;group753;name753;name35;type35;description35;1;precision35
system753;group753;name753;name36;type36;description36;0;precision36
system753;group753;name753;name37;type37;description37;1;precision37
system753;group753;name753;name38;type38;description38;0;precision38
system753;group753;name753;name39;type39;description39;1;precision39
system753;group753;name753;name40;type40;description40;0;precision40
system753;group753;name753;name41;type41;description41;1;precision41
system753;group753;name753;name42;type42;description42;0;precision42
system753;group753;name753;name43;type43;description43;1;precision43
system753;group753;name753;name44;type44;description44;0;precision44
system753;group753;name753;name45;type45;description45;1;precision45
system753;group753;name753;name46;type46;description46;0;precision46
system753;group753;name753;name47;type47;description47;1;precision47
system753;group753;name753;name48;type48;description48;0;precision48
system753;group753;name753;name49;type49;description49;1;precision49
system754;group754;name754;name0;type0;description0;0;precision0
system754;group754;name754;name1;type1;description1;1;precision1
system754;group754;name754;name2;type2;description2;0;precision2
system754;group754;name754;name3;type3;description3;1;precision3
system754;group754;name754;name4;type4;description4;0;precision4
system754;group754;name754;name5;type5;description5;1;precision5
system754;group754;name754;name6;type6;description6;0;precision6
system754;group754;name754;name7;type7;description7;1;precision7
system754;group754;name754;name8;type8;description8;0;precision8
system754;group754;name754;name9;type9;description9;1;precision9
system754;group754;name754;name10;type10;description10;0;precision10
system754;group754;name754;name11;type11;description11;1;precision11
system754;group754;name754;name12;type12;description12;0;precision12
system754;group754;name754;name13;type13;description13;1;precision13
system754;group754;name754;name14;type14;description14;0;precision14
system754;group754;name754;name15;type15;description15;1;precision15
system754;group754;name754;name16;type16;description16;0;precision16
system754;group754;name754;name17;type17;description17;1;precision17
system754;group754;name754;name18;type18;description18;0;precision18
system754;group754;name754;name19;type19;description19;1;precision19
system754;group754;name754;name20;type20;description20;0;precision20
system754;group754;name754;name21;type21;description21;1;precision21
system754;group754;name754;name22;type22;description22;0;precision22
system754;group754;name754;name23;type23;description23;1;precision23
system754;group754;name754;name24;type24;description24;0;precision24
system754;group754;name754;name25;type25;description25;1;precision25
system754;group754;name754;name26;type26;description26;0;precision26
system754;group754;name754;name27;type27;description27;1;precision27
system754;group754;name754;name28;type28;description28;0;precision28
system754;group754;name754;name29;type29;description29;1;precision29
system754;group754;name754;name30;type30;description30;0;precision30
system754;group754;name754;name31;type31;description31;1;precision31
system754;group754;name754;name32;type32;description32;0;precision32
system754;group754;name754;name33;type33;description33;1;precision33
system754;group754;name754;name34;type34;description34;0;precision34
system754;group754;name754;name35;type35;description35;1;precision35
system754;group754;name754;name36;type36;description36;0;precision36
system754;group754;name754;name37;type37;description37;1;precision37
system754;group754;name754;name38;type38;description38;0;precision38
system754;group754;name754;name39;type39;description39;1;precision39
system754;group754;name754;name40;type40;description40;0;precision40
system754;group754;name754;name41;type41;description41;1;precision41
system754;group754;name754;name42;type42;description42;0;precision42
system754;group754;name754;name43;type43;description43;1;precision43
system754;group754;name754;name44;type44;description44;0;precision44
system754;group754;name754;name45;type45;description45;1;precision45
system754;group754;name754;name46;type46;description46;0;precision46
system754;group754;name754;name47;type47;description47;1;precision47
system754;group754;name754;name48;type48;description48;0;precision48
system754;group754;name754;name49;type49;description49;1;precision49
system755;group755;name755;name0;type0;description0;0;precision0
system755;group755;name755;name1;type1;description1;1;precision1
system755;group755;name755;name2;type2;description2;0;precision2
system755;group755;name755;name3;type3;description3;1;precision3
system755;group755;name755;name4;type4;description4;0;precision4
system755;group755;name755;name5;type5;description5;1;precision5
system755;group755;name755;name6;type6;description6;0;precision6
system755;group755;name755;name7;type7;description7;1;precision7
system755;group755;name755;name8;type8;description8;0;precision8
system755;group755;name755;name9;type9;description9;1;precision9
system755;group755;name755;name10;type10;description10;0;precision10
system755;group755;name755;name11;type11;description11;1;precision11
system755;group755;name755;name12;type12;description12;0;precision12
system755;group755;name755;name13;type13;description13;1;precision13
system755;group755;name755;name14;type14;description14;0;precision14
system755;group755;name755;name15;type15;description15;1;precision15
system755;group755;name755;name16;type16;description16;0;precision16
system755;group755;name755;name17;type17;description17;1;precision17
system755;group755;name755;name18;type18;description18;0;precision18
system755;group755;name755;name19;type19;description19;1;precision19
system755;group755;name755;name20;type20;description20;0;precision20
system755;group755;name755;name21;type21;description21;1;precision21
system755;group755;name755;name22;type22;description22;0;precision22
system755;group755;name755;name23;type23;description23;1;precision23
system755;group755;name755;name24;type24;description24;0;precision24
system755;group755;name755;name25;type25;description25;1;precision25
system755;group755;name755;name26;type26;description26;0;precision26
system755;group755;name755;name27;type27;description27;1;precision27
system755;group755;name755;name28;type28;description28;0;precision28
system755;group755;name755;name29;type29;description29;1;precision29
system755;group755;name755;name30;type30;description30;0;precision30
system755;group755;name755;name31;type31;description31;1;precision31
system755;group755;name755;name32;type32;description32;0;precision32
system755;group755;name755;name33;type33;description33;1;precision33
system755;group755;name755;name34;type34;description34;0;precision34
system755;group755;name755;name35;type35;description35;1;precision35
system755;group755;name755;name36;type36;description36;0;precision36
system755;group755;name755;name37;type37;description37;1;precision37
system755;group755;name755;name38;type38;description38;0;precision38
system755;group755;name755;name39;type39;description39;1;precision39
system755;group755;name755;name40;type40;description40;0;precision40
system755;group755;name755;name41;type41;description41;1;precision41
system755;group755;name755;name42;type42;description42;0;precision42
system755;group755;name755;name43;type43;description43;1;precision43
system755;group755;name755;name44;type44;description44;0;precision44
system755;group755;name755;name45;type45;description45;1;precision45
system755;group755;name755;name46;type46;description46;0;precision46
system755;group755;name755;name47;type47;description47;1;precision47
system755;group755;name755;name48;type48;description48;0;precision48
system755;group755;name755;name49;type49;description49;1;precision49
system756;group756;name756;name0;type0;description0;0;precision0
system756;group756;name756;name1;type1;description1;1;precision1
system756;group756;name756;name2;type2;description2;0;precision2
system756;group756;name756;name3;type3;description3;1;precision3
system756;group756;name756;name4;type4;description4;0;precision4
system756;group756;name756;name5;type5;description5;1;precision5
system756;group756;name756;name6;type6;description6;0;precision6
system756;group756;name756;name7;type7;description7;1;precision7
system756;group756;name756;name8;type8;description8;0;precision8
system756;group756;name756;name9;type9;description9;1;precision9
system756;group756;name756;name10;type10;description10;0;precision10
system756;group756;name756;name11;type11;description11;1;precision11
system756;group756;name756;name12;type12;description12;0;precision12
system756;group756;name756;name13;type13;description13;1;precision13
system756;group756;name756;name14;type14;description14;0;precision14
system756;group756;name756;name15;type15;description15;1;precision15
system756;group756;name756;name16;type16;description16;0;precision16
system756;group756;name756;name17;type17;description17;1;precision17
system756;group756;name756;name18;type18;description18;0;precision18
system756;group756;name756;name19;type19;description19;1;precision19
system756;group756;name756;name20;type20;description20;0;precision20
system756;group756;name756;name21;type21;description21;1;precision21
system756;group756;name756;name22;type22;description22;0;precision22
system756;group756;name756;name23;type23;description23;1;precision23
system756;group756;name756;name24;type24;description24;0;precision24
system756;group756;name756;name25;type25;description25;1;precision25
system756;group756;name756;name26;type26;description26;0;precision26
system756;group756;name756;name27;type27;description27;1;precision27
system756;group756;name756;name28;type28;description28;0;precision28
system756;group756;name756;name29;type29;description29;1;precision29
system756;group756;name756;name30;type30;description30;0;precision30
system756;group756;name756;name31;type31;description31;1;precision31
system756;group756;name756;name32;type32;description32;0;precision32
system756;group756;name756;name33;type33;description33;1;precision33
system756;group756;name756;name34;type34;description34;0;precision34
system756;group756;name756;name35;type35;description35;1;precision35
system756;group756;name756;name36;type36;description36;0;precision36
system756;group756;name756;name37;type37;description37;1;precision37
system756;group756;name756;name38;type38;description38;0;precision38
system756;group756;name756;name39;type39;description39;1;precision39
system756;group756;name756;name40;type40;description40;0;precision40
system756;group756;name756;name41;type41;description41;1;precision41
system756;group756;name756;name42;type42;description42;0;precision42
system756;group756;name756;name43;type43;description43;1;precision43
system756;group756;name756;name44;type44;description44;0;precision44
system756;group756;name756;name45;type45;description45;1;precision45
system756;group756;name756;name46;type46;description46;0;precision46
system756;group756;name756;name47;type47;description47;1;precision47
system756;group756;name756;name48;type48;description48;0;precision48
system756;group756;name756;name49;type49;description49;1;precision49
system757;group757;name757;name0;type0;description0;0;precision0
system757;group757;name757;name1;type1;description1;1;precision1
system757;group757;name757;name2;type2;description2;0;precision2
system757;group757;name757;name3;type3;description3;1;precision3
system757;group757;name757;name4;type4;description4;0;precision4
system757;group757;name757;name5;type5;description5;1;precision5
system757;group757;name757;name6;type6;description6;0;precision6
system757;group757;name757;name7;type7;description7;1;precision7
system757;group757;name757;name8;type8;description8;0;precision8
system757;group757;name757;name9;type9;description9;1;precision9
system757;group757;name757;name10;type10;description10;0;precision10
system757;group757;name757;name11;type11;description11;1;precision11
system757;group757;name757;name12;type12;description12;0;precision12
system757;group757;name757;name13;type13;description13;1;precision13
system757;group757;name757;name14;type14;description14;0;precision14
system757;group757;name757;name15;type15;description15;1;precision15
system757;group757;name757;name16;type16;description16;0;precision16
system757;group757;name757;name17;type17;description17;1;precision17
system757;group757;name757;name18;type18;description18;0;precision18
system757;group757;name757;name19;type19;description19;1;precision19
system757;group757;name757;name20;type20;description20;0;precision20
system757;group757;name757;name21;type21;description21;1;precision21
system757;group757;name757;name22;type22;description22;0;precision22
system757;group757;name757;name23;type23;description23;1;precision23
system757;group757;name757;name24;type24;description24;0;precision24
system757;group757;name757;name25;type25;description25;1;precision25
system757;group757;name757;name26;type26;description26;0;precision26
system757;group757;name757;name27;type27;description27;1;precision27
system757;group757;name757;name28;type28;description28;0;precision28
system757;group757;name757;name29;type29;description29;1;precision29
system757;group757;name757;name30;type30;description30;0;precision30
system757;group757;name757;name31;type31;description31;1;precision31
system757;group757;name757;name32;type32;description32;0;precision32
system757;group757;name757;name33;type33;description33;1;precision33
system757;group757;name757;name34;type34;description34;0;precision34
system757;group757;name757;name35;type35;description35;1;precision35
system757;group757;name757;name36;type36;description36;0;precision36
system757;group757;name757;name37;type37;description37;1;precision37
system757;group757;name757;name38;type38;description38;0;precision38
system757;group757;name757;name39;type39;description39;1;precision39
system757;group757;name757;name40;type40;description40;0;precision40
system757;group757;name757;name41;type41;description41;1;precision41
system757;group757;name757;name42;type42;description42;0;precision42
system757;group757;name757;name43;type43;description43;1;precision43
system757;group757;name757;name44;type44;description44;0;precision44
system757;group757;name757;name45;type45;description45;1;precision45
system757;group757;name757;name46;type46;description46;0;precision46
system757;group757;name757;name47;type47;description47;1;precision47
system757;group757;name757;name48;type48;description48;0;precision48
system757;group757;name757;name49;type49;description49;1;precision49
system758;group758;name758;name0;type0;description0;0;precision0
system758;group758;name758;name1;type1;description1;1;precision1
system758;group758;name758;name2;type2;description2;0;precision2
system758;group758;name758;name3;type3;description3;1;precision3
system758;group758;name758;name4;type4;description4;0;precision4
system758;group758;name758;name5;type5;description5;1;precision5
system758;group758;name758;name6;type6;description6;0;precision6
system758;group758;name758;name7;type7;description7;1;precision7
system758;group758;name758;name8;type8;description8;0;precision8
system758;group758;name758;name9;type9;description9;1;precision9
system758;group758;name758;name10;type10;description10;0;precision10
system758;group758;name758;name11;type11;description11;1;precision11
system758;group758;name758;name12;type12;description12;0;precision12
system758;group758;name758;name13;type13;description13;1;precision13
system758;group758;name758;name14;type14;description14;0;precision14
system758;group758;name758;name15;type15;description15;1;precision15
system758;group758;name758;name16;type16;description16;0;precision16
system758;group758;name758;name17;type17;description17;1;precision17
system758;group758;name758;name18;type18;description18;0;precision18
system758;group758;name758;name19;type19;description19;1;precision19
system758;group758;name758;name20;type20;description20;0;precision20
system758;group758;name758;name21;type21;description21;1;precision21
system758;group758;name758;name22;type22;description22;0;precision22
system758;group758;name758;name23;type23;description23;1;precision23
system758;group758;name758;name24;type24;description24;0;precision24
system758;group758;name758;name25;type25;description25;1;precision25
system758;group758;name758;name26;type26;description26;0;precision26
system758;group758;name758;name27;type27;description27;1;precision27
system758;group758;name758;name28;type28;description28;0;precision28
system758;group758;name758;name29;type29;description29;1;precision29
system758;group758;name758;name30;type30;description30;0;precision30
system758;group758;name758;name31;type31;description31;1;precision31
system758;group758;name758;name32;type32;description32;0;precision32
system758;group758;name758;name33;type33;description33;1;precision33
system758;group758;name758;name34;type34;description34;0;precision34
system758;group758;name758;name35;type35;description35;1;precision35
system758;group758;name758;name36;type36;description36;0;precision36
system758;group758;name758;name37;type37;description37;1;precision37
system758;group758;name758;name38;type38;description38;0;precision38
system758;group758;name758;name39;type39;description39;1;precision39
system758;group758;name758;name40;type40;description40;0;precision40
system758;group758;name758;name41;type41;description41;1;precision41
system758;group758;name758;name42;type42;description42;0;precision42
system758;group758;name758;name43;type43;description43;1;precision43
system758;group758;name758;name44;type44;description44;0;precision44
system758;group758;name758;name45;type45;description45;1;precision45
system758;group758;name758;name46;type46;description46;0;precision46
system758;group758;name758;name47;type47;description47;1;precision47
system758;group758;name758;name48;type48;description48;0;precision48
system758;group758;name758;name49;type49;description49;1;precision49
system759;group759;name759;name0;type0;description0;0;precision0
system759;group759;name759;name1;type1;description1;1;precision1
system759;group759;name759;name2;type2;description2;0;precision2
system759;group759;name759;name3;type3;description3;1;precision3
system759;group759;name759;name4;type4;description4;0;precision4
system759;group759;name759;name5;type5;description5;1;precision5
system759;group759;name759;name6;type6;description6;0;precision6
system759;group759;name759;name7;type7;description7;1;precision7
system759;group759;name759;name8;type8;description8;0;precision8
system759;group759;name759;name9;type9;description9;1;precision9
system759;group759;name759;name10;type10;description10;0;precision10
system759;group759;name759;name11;type11;description11;1;precision11
system759;group759;name759;name12;type12;description12;0;precision12
system759;group759;name759;name13;type13;description13;1;precision13
system759;group759;name759;name14;type14;description14;0;precision14
system759;group759;name759;name15;type15;description15;1;precision15
system759;group759;name759;name16;type16;description16;0;precision16
system759;group759;name759;name17;type17;description17;1;precision17
system759;group759;name759;name18;type18;description18;0;precision18
system759;group759;name759;name19;type19;description19;1;precision19
system759;group759;name759;name20;type20;description20;0;precision20
system759;group759;name759;name21;type21;description21;1;precision21
system759;group759;name759;name22;type22;description22;0;precision22
system759;group759;name759;name23;type23;description23;1;precision23
system759;group759;name759;name24;type24;description24;0;precision24
system759;group759;name759;name25;type25;description25;1;precision25
system759;group759;name759;name26;type26;description26;0;precision26
system759;group759;name759;name27;type27;description27;1;precision27
system759;group759;name759;name28;type28;description28;0;precision28
system759;group759;name759;name29;type29;description29;1;precision29
system759;group759;name759;name30;type30;description30;0;precision30
system759;group759;name759;name31;type31;description31;1;precision31
system759;group759;name759;name32;type32;description32;0;precision32
system759;group759;name759;name33;type33;description33;1;precision33
system759;group759;name759;name34;type34;description34;0;precision34
system759;group759;name759;name35;type35;description35;1;precision35
system759;group759;name759;name36;type36;description36;0;precision36
system759;group759;name759;name37;type37;description37;1;precision37
system759;group759;name759;name38;type38;description38;0;precision38
system759;group759;name759;name39;type39;description39;1;precision39
system759;group759;name759;name40;type40;description40;0;precision40
system759;group759;name759;name41;type41;description41;1;precision41
system759;group759;name759;name42;type42;description42;0;precision42
system759;group759;name759;name43;type43;description43;1;precision43
system759;group759;name759;name44;type44;description44;0;precision44
system759;group759;name759;name45;type45;description45;1;precision45
system759;group759;name759;name46;type46;description46;0;precision46
system759;group759;name759;name47;type47;description47;1;precision47
system759;group759;name759;name48;type48;description48;0;precision48
system759;group759;name759;name49;type49;description49;1;precision49
system760;group760;name760;name0;type0;description0;0;precision0
system760;group760;name760;name1;type1;description1;1;precision1
system760;group760;name760;name2;type2;description2;0;precision2
system760;group760;name760;name3;type3;description3;1;precision3
system760;group760;name760;name4;type4;description4;0;precision4
system760;group760;name760;name5;type5;description5;1;precision5
system760;group760;name760;name6;type6;description6;0;precision6
system760;group760;name760;name7;type7;description7;1;precision7
system760;group760;name760;name8;type8;description8;0;precision8
system760;group760;name760;name9;type9;description9;1;precision9
system760;group760;name760;name10;type10;description10;0;precision10
system760;group760;name760;name11;type11;description11;1;precision11
system760;group760;name760;name12;type12;description12;0;precision12
system760;group760;name760;name13;type13;description13;1;precision13
system760;group760;name760;name14;type14;description14;0;precision14
system760;group760;name760;name15;type15;description15;1;precision15
system760;group760;name760;name16;type16;description16;0;precision16
system760;group760;name760;name17;type17;description17;1;precision17
system760;group760;name760;name18;type18;description18;0;precision18
system760;group760;name760;name19;type19;description19;1;precision19
system760;group760;name760;name20;type20;description20;0;precision20
system760;group760;name760;name21;type21;description21;1;precision21
system760;group760;name760;name22;type22;description22;0;precision22
system760;group760;name760;name23;type23;description23;1;precision23
system760;group760;name760;name24;type24;description24;0;precision24
system760;group760;name760;name25;type25;description25;1;precision25
system760;group760;name760;name26;type26;description26;0;precision26
system760;group760;name760;name27;type27;description27;1;precision27
system760;group760;name760;name28;type28;description28;0;precision28
system760;group760;name760;name29;type29;description29;1;precision29
system760;group760;name760;name30;type30;description30;0;precision30
system760;group760;name760;name31;type31;description31;1;precision31
system760;group760;name760;name32;type32;description32;0;precision32
system760;group760;name760;name33;type33;description33;1;precision33
system760;group760;name760;name34;type34;description34;0;precision34
system760;group760;name760;name35;type35;description35;1;precision35
system760;group760;name760;name36;type36;description36;0;precision36
system760;group760;name760;name37;type37;description37;1;precision37
system760;group760;name760;name38;type38;description38;0;precision38
system760;group760;name760;name39;type39;description39;1;precision39
system760;group760;name760;name40;type40;description40;0;precision40
system760;group760;name760;name41;type41;description41;1;precision41
system760;group760;name760;name42;type42;description42;0;precision42
system760;group760;name760;name43;type43;description43;1;precision43
system760;group760;name760;name44;type44;description44;0;precision44
system760;group760;name760;name45;type45;description45;1;precision45
system760;group760;name760;name46;type46;description46;0;precision46
system760;group760;name760;name47;type47;description47;1;precision47
system760;group760;name760;name48;type48;description48;0;precision48
system760;group760;name760;name49;type49;description49;1;precision49
system761;group761;name761;name0;type0;description0;0;precision0
system761;group761;name761;name1;type1;description1;1;precision1
system761;group761;name761;name2;type2;description2;0;precision2
system761;group761;name761;name3;type3;description3;1;precision3
system761;group761;name761;name4;type4;description4;0;precision4
system761;group761;name761;name5;type5;description5;1;precision5
system761;group761;name761;name6;type6;description6;0;precision6
system761;group761;name761;name7;type7;description7;1;precision7
system761;group761;name761;name8;type8;description8;0;precision8
system761;group761;name761;name9;type9;description9;1;precision9
system761;group761;name761;name10;type10;description10;0;precision10
system761;group761;name761;name11;type11;description11;1;precision11
system761;group761;name761;name12;type12;description12;0;precision12
system761;group761;name761;name13;type13;description13;1;precision13
system761;group761;name761;name14;type14;description14;0;precision14
system761;group761;name761;name15;type15;description15;1;precision15
system761;group761;name761;name16;type16;description16;0;precision16
system761;group761;name761;name17;type17;description17;1;precision17
system761;group761;name761;name18;type18;description18;0;precision18
system761;group761;name761;name19;type19;description19;1;precision19
system761;group761;name761;name20;type20;description20;0;precision20
system761;group761;name761;name21;type21;description21;1;precision21
system761;group761;name761;name22;type22;description22;0;precision22
system761;group761;name761;name23;type23;description23;1;precision23
system761;group761;name761;name24;type24;description24;0;precision24
system761;group761;name761;name25;type25;description25;1;precision25
system761;group761;name761;name26;type26;description26;0;precision26
system761;group761;name761;name27;type27;description27;1;precision27
system761;group761;name761;name28;type28;description28;0;precision28
system761;group761;name761;name29;type29;description29;1;precision29
system761;group761;name761;name30;type30;description30;0;precision30
system761;group761;name761;name31;type31;description31;1;precision31
system761;group761;name761;name32;type32;description32;0;precision32
system761;group761;name761;name33;type33;description33;1;precision33
system761;group761;name761;name34;type34;description34;0;precision34
system761;group761;name761;name35;type35;description35;1;precision35
system761;group761;name761;name36;type36;description36;0;precision36
system761;group761;name761;name37;type37;description37;1;precision37
system761;group761;name761;name38;type38;description38;0;precision38
system761;group761;name761;name39;type39;description39;1;precision39
system761;group761;name761;name40;type40;description40;0;precision40
system761;group761;name761;name41;type41;description41;1;precision41
system761;group761;name761;name42;type42;description42;0;precision42
system761;group761;name761;name43;type43;description43;1;precision43
system761;group761;name761;name44;type44;description44;0;precision44
system761;group761;name761;name45;type45;description45;1;precision45
system761;group761;name761;name46;type46;description46;0;precision46
system761;group761;name761;name47;type47;description47;1;precision47
system761;group761;name761;name48;type48;description48;0;precision48
system761;group761;name761;name49;type49;description49;1;precision49
system762;group762;name762;name0;type0;description0;0;precision0
system762;group762;name762;name1;type1;description1;1;precision1
system762;group762;name762;name2;type2;description2;0;precision2
system762;group762;name762;name3;type3;description3;1;precision3
system762;group762;name762;name4;type4;description4;0;precision4
system762;group762;name762;name5;type5;description5;1;precision5
system762;group762;name762;name6;type6;description6;0;precision6
system762;group762;name762;name7;type7;description7;1;precision7
system762;group762;name762;name8;type8;description8;0;precision8
system762;group762;name762;name9;type9;description9;1;precision9
system762;group762;name762;name10;type10;description10;0;precision10
system762;group762;name762;name11;type11;description11;1;precision11
system762;group762;name762;name12;type12;description12;0;precision12
system762;group762;name762;name13;type13;description13;1;precision13
system762;group762;name762;name14;type14;description14;0;precision14
system762;group762;name762;name15;type15;description15;1;precision15
system762;group762;name762;name16;type16;description16;0;precision16
system762;group762;name762;name17;type17;description17;1;precision17
system762;group762;name762;name18;type18;description18;0;precision18
system762;group762;name762;name19;type19;description19;1;precision19
system762;group762;name762;name20;type20;description20;0;precision20
system762;group762;name762;name21;type21;description21;1;precision21
system762;group762;name762;name22;type22;description22;0;precision22
system762;group762;name762;name23;type23;description23;1;precision23
system762;group762;name762;name24;type24;description24;0;precision24
system762;group762;name762;name25;type25;description25;1;precision25
system762;group762;name762;name26;type26;description26;0;precision26
system762;group762;name762;name27;type27;description27;1;precision27
system762;group762;name762;name28;type28;description28;0;precision28
system762;group762;name762;name29;type29;description29;1;precision29
system762;group762;name762;name30;type30;description30;0;precision30
system762;group762;name762;name31;type31;description31;1;precision31
system762;group762;name762;name32;type32;description32;0;precision32
system762;group762;name762;name33;type33;description33;1;precision33
system762;group762;name762;name34;type34;description34;0;precision34
system762;group762;name762;name35;type35;description35;1;precision35
system762;group762;name762;name36;type36;description36;0;precision36
system762;group762;name762;name37;type37;description37;1;precision37
system762;group762;name762;name38;type38;description38;0;precision38
system762;group762;name762;name39;type39;description39;1;precision39
system762;group762;name762;name40;type40;description40;0;precision40
system762;group762;name762;name41;type41;description41;1;precision41
system762;group762;name762;name42;type42;description42;0;precision42
system762;group762;name762;name43;type43;description43;1;precision43
system762;group762;name762;name44;type44;description44;0;precision44
system762;group762;name762;name45;type45;description45;1;precision45
system762;group762;name762;name46;type46;description46;0;precision46
system762;group762;name762;name47;type47;description47;1;precision47
system762;group762;name762;name48;type48;description48;0;precision48
system762;group762;name762;name49;type49;description49;1;precision49
system763;group763;name763;name0;type0;description0;0;precision0
system763;group763;name763;name1;type1;description1;1;precision1
system763;group763;name763;name2;type2;description2;0;precision2
system763;group763;name763;name3;type3;description3;1;precision3
system763;group763;name763;name4;type4;description4;0;precision4
system763;group763;name763;name5;type5;description5;1;precision5
system763;group763;name763;name6;type6;description6;0;precision6
system763;group763;name763;name7;type7;description7;1;precision7
system763;group763;name763;name8;type8;description8;0;precision8
system763;group763;name763;name9;type9;description9;1;precision9
system763;group763;name763;name10;type10;description10;0;precision10
system763;group763;name763;name11;type11;description11;1;precision11
system763;group763;name763;name12;type12;description12;0;precision12
system763;group763;name763;name13;type13;description13;1;precision13
system763;group763;name763;name14;type14;description14;0;precision14
system763;group763;name763;name15;type15;description15;1;precision15
system763;group763;name763;name16;type16;description16;0;precision16
system763;group763;name763;name17;type17;description17;1;precision17
system763;group763;name763;name18;type18;description18;0;precision18
system763;group763;name763;name19;type19;description19;1;precision19
system763;group763;name763;name20;type20;description20;0;precision20
system763;group763;name763;name21;type21;description21;1;precision21
system763;group763;name763;name22;type22;description22;0;precision22
system763;group763;name763;name23;type23;description23;1;precision23
system763;group763;name763;name24;type24;description24;0;precision24
system763;group763;name763;name25;type25;description25;1;precision25
system763;group763;name763;name26;type26;description26;0;precision26
system763;group763;name763;name27;type27;description27;1;precision27
system763;group763;name763;name28;type28;description28;0;precision28
system763;group763;name763;name29;type29;description29;1;precision29
system763;group763;name763;name30;type30;description30;0;precision30
system763;group763;name763;name31;type31;description31;1;precision31
system763;group763;name763;name32;type32;description32;0;precision32
system763;group763;name763;name33;type33;description33;1;precision33
system763;group763;name763;name34;type34;description34;0;precision34
system763;group763;name763;name35;type35;description35;1;precision35
system763;group763;name763;name36;type36;description36;0;precision36
system763;group763;name763;name37;type37;description37;1;precision37
system763;group763;name763;name38;type38;description38;0;precision38
system763;group763;name763;name39;type39;description39;1;precision39
system763;group763;name763;name40;type40;description40;0;precision40
system763;group763;name763;name41;type41;description41;1;precision41
system763;group763;name763;name42;type42;description42;0;precision42
system763;group763;name763;name43;type43;description43;1;precision43
system763;group763;name763;name44;type44;description44;0;precision44
system763;group763;name763;name45;type45;description45;1;precision45
system763;group763;name763;name46;type46;description46;0;precision46
system763;group763;name763;name47;type47;description47;1;precision47
system763;group763;name763;name48;type48;description48;0;precision48
system763;group763;name763;name49;type49;description49;1;precision49
system764;group764;name764;name0;type0;description0;0;precision0
system764;group764;name764;name1;type1;description1;1;precision1
system764;group764;name764;name2;type2;description2;0;precision2
system764;group764;name764;name3;type3;description3;1;precision3
system764;group764;name764;name4;type4;description4;0;precision4
system764;group764;name764;name5;type5;description5;1;precision5
system764;group764;name764;name6;type6;description6;0;precision6
system764;group764;name764;name7;type7;description7;1;precision7
system764;group764;name764;name8;type8;description8;0;precision8
system764;group764;name764;name9;type9;description9;1;precision9
system764;group764;name764;name10;type10;description10;0;precision10
system764;group764;name764;name11;type11;description11;1;precision11
system764;group764;name764;name12;type12;description12;0;precision12
system764;group764;name764;name13;type13;description13;1;precision13
system764;group764;name764;name14;type14;description14;0;precision14
system764;group764;name764;name15;type15;description15;1;precision15
system764;group764;name764;name16;type16;description16;0;precision16
system764;group764;name764;name17;type17;description17;1;precision17
system764;group764;name764;name18;type18;description18;0;precision18
system764;group764;name764;name19;type19;description19;1;precision19
system764;group764;name764;name20;type20;description20;0;precision20
system764;group764;name764;name21;type21;description21;1;precision21
system764;group764;name764;name22;type22;description22;0;precision22
system764;group764;name764;name23;type23;description23;1;precision23
system764;group764;name764;name24;type24;description24;0;precision24
system764;group764;name764;name25;type25;description25;1;precision25
system764;group764;name764;name26;type26;description26;0;precision26
system764;group764;name764;name27;type27;description27;1;precision27
system764;group764;name764;name28;type28;description28;0;precision28
